itemID,category,definition,gloss,uni_lemma,item,choices,type
item_1,sounds,ai-ai,oh,oh,ai-ai,understands; produces,word
item_309,action_words,syödä,eat,eat,syödä,understands; produces,word
item_310,action_words,tanssia,dance,dance,tanssia,understands; produces,word
,action_words,tehdä,make,make,tehdä,understands; produces,word
item_282,action_words,työntää,push,push,työntää,understands; produces,word
,action_words,uida,swim,swim,uida,understands; produces,word
item_283,action_words,vetää,pull,pull,vetää,understands; produces,word
item_284,action_words,vilkuttaa,wink,wink,vilkuttaa,understands; produces,word
,action_words,ravistaa,shake,shake,ravistaa,understands; produces,word
item_276,action_words,riisua,take off,take off,riisua,understands; produces,word
item_277,action_words,roiskuttaa,splatter,splash,roiskuttaa,understands; produces,word
,action_words,sanoa,say,say,sanoa,understands; produces,word
item_278,action_words,siivota,clean up,clean (action),siivota,understands; produces,word
item_308,action_words,soittaa,ring,call,soittaa,understands; produces,word
item_279,action_words,suukottaa,kiss,kiss,suukottaa,understands; produces,word
item_280,action_words,syöttää,feed,feed,syöttää,understands; produces,word
item_281,action_words,taputtaa,clap,clap,taputtaa,understands; produces,word
item_311,action_words,tuoda,bring,bring,tuoda,understands; produces,word
item_312,action_words,törmätä,crash,crash,törmätä,understands; produces,word
,action_words,valvoa,stay up,,valvoa,understands; produces,word
item_313,action_words,viedä,carry,carry,viedä,understands; produces,word
item_314,action_words,yskittää,cough,cough,yskittää,understands; produces,word
item_315,time_words,aamu,morning,morning,aamu,understands; produces,word
,time_words,ennen,before,before,ennen,understands; produces,word
item_319,time_words,ilta,evening,evening,ilta,understands; produces,word
item_316,time_words,myöhemmin,later,later,myöhemmin,understands; produces,word
item_317,time_words,pian,soon,soon,pian,understands; produces,word
item_318,time_words,tänään,today,today,tänään,understands; produces,word
,time_words,eilen,yesterday,yesterday,eilen,understands; produces,word
,time_words,huomenna,tomorrow,tomorrow,huomenna,understands; produces,word
,time_words,jälkeen,after,after,jälkeen,understands; produces,word
item_320,time_words,nyt,now,now,nyt,understands; produces,word
item_321,time_words,päivä,day,day,päivä,understands; produces,word
item_322,time_words,yö,night,night,yö,understands; produces,word
,descriptive_words,ensimmäinen,first,first,ensimmäinen,understands; produces,word
item_323,descriptive_words,hieno,fine,fine,hieno,understands; produces,word
item_336,descriptive_words,huono,bad,bad,huono,understands; produces,word
item_337,descriptive_words,iloinen,glad,happy,iloinen,understands; produces,word
item_338,descriptive_words,kaunis,beautiful,beautiful,kaunis,understands; produces,word
item_326,descriptive_words,kiltti,nice,nice,kiltti,understands; produces,word
,descriptive_words,korkea,high,high,korkea,understands; produces,word
,descriptive_words,kuiva,dried,dry (description),kuiva,understands; produces,word
item_327,descriptive_words,kuuma,hot,hot,kuuma,understands; produces,word
item_328,descriptive_words,likainen,dirty,dirty,likainen,understands; produces,word
,descriptive_words,musta,black,black,musta,understands; produces,word
,descriptive_words,opea,fast,fast,opea,understands; produces,word
,descriptive_words,onnellinen,happy,happy,onnellinen,understands; produces,word
item_342,descriptive_words,pehmeä,soft,soft,pehmeä,understands; produces,word
item_343,descriptive_words,pimeä,dark,dark,pimeä,understands; produces,word
item_331,descriptive_words,puhdas,clean,clean (description),puhdas,understands; produces,word
,descriptive_words,hidas,slow,slow,hidas,understands; produces,word
,descriptive_words,hiljainen,quiet,quiet,hiljainen,understands; produces,word
item_324,descriptive_words,hyvä,good,good,hyvä,understands; produces,word
item_325,descriptive_words,iso,big,big,iso,understands; produces,word
,descriptive_words,keltainen,yellow,yellow,keltainen,understands; produces,word
item_339,descriptive_words,kipeä (pipi),ill,sick,kipeä (pipi),understands; produces,word
,descriptive_words,kova,hard,hard,kova,understands; produces,word
,descriptive_words,kurainen,muddy,muddy,kurainen,understands; produces,word
item_340,descriptive_words,kylmä,cold,cold,kylmä,understands; produces,word
,descriptive_words,makea,sweet,sweet,makea,understands; produces,word
item_341,descriptive_words,märkä,wet,wet (description),märkä,understands; produces,word
item_329,descriptive_words,nälkäinen,hungry,hungry,nälkäinen,understands; produces,word
,descriptive_words,parempi,better,better,parempi,understands; produces,word
item_330,descriptive_words,pieni,tiny,little (description),pieni,understands; produces,word
,descriptive_words,pitkä,tall,tall,pitkä,understands; produces,word
item_344,descriptive_words,punainen,red,red,punainen,understands; produces,word
,descriptive_words,raskas,heavy,heavy,raskas,understands; produces,word
item_332,descriptive_words,rikki,broken,broken,rikki,understands; produces,word
,descriptive_words,ruskea,brown,brown,ruskea,understands; produces,word
,descriptive_words,sininen,blue,blue,sininen,understands; produces,word
item_333,descriptive_words,terävä,sharp,sharp,terävä,understands; produces,word
,descriptive_words,tuulinen,windy,windy,tuulinen,understands; produces,word
,descriptive_words,täysi,full,full,täysi,understands; produces,word
,descriptive_words,uusi,new,new,uusi,understands; produces,word
item_347,descriptive_words,vanha,old,old,vanha,understands; produces,word
,descriptive_words,vihreä,green,green,vihreä,understands; produces,word
item_348,descriptive_words,väsynyt,tired,tired,väsynyt,understands; produces,word
,descriptive_words,reipas,brisk,fast,reipas,understands; produces,word
,descriptive_words,rohkea,brave,brave,rohkea,understands; produces,word
,descriptive_words,sateinen,rainy,rainy,sateinen,understands; produces,word
item_345,descriptive_words,surullinen,sad,sad,surullinen,understands; produces,word
item_346,descriptive_words,tuhma,naughty,naughty,tuhma,understands; produces,word
item_334,descriptive_words,tyhjä,empty,empty,tyhjä,understands; produces,word
,descriptive_words,uninen,sleepy,sleepy,uninen,understands; produces,word
,descriptive_words,valkoinen,white,white,valkoinen,understands; produces,word
item_335,descriptive_words,varovainen,careful,careful,varovainen,understands; produces,word
,descriptive_words,viimeinen,last,last,viimeinen,understands; produces,word
,descriptive_words,äänekäs,noisy,noisy,äänekäs,understands; produces,word
,pronouns,he,they,they,he,understands; produces,word
,pronouns,heille,to them,,heille,understands; produces,word
,pronouns,hänelle,to him to her,,hänelle,understands; produces,word
,pronouns,me,we,we,me,understands; produces,word
,pronouns,meille,to us,,meille,understands; produces,word
item_353,pronouns,minun,mine,mine,minun,understands; produces,word
,pronouns,näiden,theirs,their,näiden,understands; produces,word
,pronouns,nämä,these,these,nämä,understands; produces,word
,pronouns,sen,its,its,sen,understands; produces,word
,pronouns,sinulle,to you,to you,sinulle,understands; produces,word
item_352,pronouns,sinä,you,you,sinä,understands; produces,word
item_356,pronouns,tämä,this,this,tämä,understands; produces,word
,pronouns,heidän,their,their,heidän,understands; produces,word
,pronouns,hän,he she,he,hän,understands; produces,word
,pronouns,hänen,his hers,his,hänen,understands; produces,word
,pronouns,meidän,ours,our,meidän,understands; produces,word
item_349,pronouns,minulle,to me,,minulle,understands; produces,word
item_350,pronouns,minä,I,I,minä,understands; produces,word
,pronouns,näille,to these,,näille,understands; produces,word
item_351,pronouns,se,it,it,se,understands; produces,word
,pronouns,sille,to it,,sille,understands; produces,word
item_355,pronouns,sinun,yours,,sinun,understands; produces,word
,pronouns,tälle,to this,,tälle,understands; produces,word
,pronouns,tämän,this ones,,tämän,understands; produces,word
item_357,question_words,kuka,who,who,kuka,understands; produces,word
item_358,question_words,mikä (e.g. What is your name?),what,what,mikä (e.g. What is your name?),understands; produces,word
,question_words,minne,to where,,minne,understands; produces,word
item_363,question_words,miten,how,how,miten,understands; produces,word
item_361,question_words,miksi,why,why,miksi,understands; produces,word
item_362,question_words,milloin,when,when (question),milloin,understands; produces,word
item_359,question_words,missä,where,where (question),missä,understands; produces,word
item_360,question_words,mitä (e.g. What did you say?),what,what,mitä (e.g. What did you say?),understands; produces,word
item_364,prepositions,alas,down,down,alas,understands; produces,word
item_365,prepositions,auki,turned on,open (description),auki,understands; produces,word
,prepositions,kanssa,together,together,kanssa,understands; produces,word
,prepositions,pois,away,away,pois,understands; produces,word
item_370,prepositions,alla,under,under,alla,understands; produces,word
,prepositions,edessä,in front,in front,edessä,understands; produces,word
item_371,prepositions,kiinni,closed,closed,kiinni,understands; produces,word
item_366,prepositions,päällä (päälle),on,on,päällä (päälle),understands; produces,word
item_372,prepositions,siellä (sinne),there,there,siellä (sinne),understands; produces,word
,prepositions,sisään,go inside,in,sisään,understands; produces,word
item_373,prepositions,tuolla (tuonne),out there,there,tuolla (tuonne),understands; produces,word
,prepositions,ulkona,ouside,outside,ulkona,understands; produces,word
,prepositions,vieressä,beside,beside,vieressä,understands; produces,word
item_369,prepositions,ylös,up,up,ylös,understands; produces,word
item_367,prepositions,sisällä (sisälle),is inside,inside,sisällä (sisälle),understands; produces,word
,prepositions,takana,is below,below,takana,understands; produces,word
item_368,prepositions,täällä (tänne),here,here,täällä (tänne),understands; produces,word
item_374,prepositions,ulos,go out,go out,ulos,understands; produces,word
,prepositions,yläpuolella,above,above,yläpuolella,understands; produces,word
,prepositions,ympärillä,around,around,ympärillä,understands; produces,word
,quantifiers,enemmän,more,more,enemmän,understands; produces,word
item_378,quantifiers,lisää,even more,more,lisää,understands; produces,word
,quantifiers,paljon,much,much,paljon,understands; produces,word
item_377,quantifiers,toinen,other,other,toinen,understands; produces,word
item_380,quantifiers,vähän,few,few,vähän,understands; produces,word
item_375,quantifiers,kaikki,everybody,everyone,kaikki,understands; produces,word
item_376,quantifiers,monta,many,many,monta,understands; produces,word
item_379,quantifiers,sama,same,same,sama,understands; produces,word
,quantifiers,vähemmän,less,less,vähemmän,understands; produces,word
,connecting_words,heti,right away,now,heti,understands; produces,word
,connecting_words,jo,already,already,jo,understands; produces,word
,connecting_words,koska,because,because,koska,understands; produces,word
,connecting_words,niin,so,so,niin,understands; produces,word
,connecting_words,taas,again,again,taas,understands; produces,word
,connecting_words,ja,and,and,ja,understands; produces,word
,connecting_words,jos,if,if,jos,understands; produces,word
,connecting_words,mutta,but,but,mutta,understands; produces,word
,connecting_words,sitten,then,then,sitten,understands; produces,word
,connecting_words,tai,or,or,tai,understands; produces,word
item_72,food_drink,kala,fish (food),fish (food),kala,understands; produces,word
item_88,food_drink,kana,chicken (food),chicken (food),kana,understands; produces,word
item_100,clothing,hattu,hat,hat,hattu,understands; produces,word
item_128,body_parts,hiukset/tukka,hair,hair,hiukset/tukka,understands; produces,word
item_177,household,kirje,letter,letter,kirje,understands; produces,word
item_354,pronouns,nuo,those,those,nuo,understands; produces,word
,outside,pilvi,cloud,cloud,pilvi,understands; produces,word
,games_routines,hei,bye,bye,hei,understands; produces,word
,action_words,avata,open (action),open (action),avata,understands; produces,word
