WS	category	definition	gloss	uni_lemma	new_gloss	new_uni_lemma	notes
item_657	quantifiers	pero	but	but			
item_658	quantifiers	un	a (masculine)	a			
item_659	quantifiers	una	a (feminine)	a			
item_660	quantifiers	unas	some (feminine plural)	some			
item_661	quantifiers	unos	some (masculine plural)	some			
item_662	descriptive_words (adverbs)	así	like this/that			like this	
item_663	descriptive_words (adverbs)	bien	good			good	
item_664	descriptive_words (adverbs)	despacio	slowly			slow	
item_665	descriptive_words (adverbs)	mal	wrong			wrong	
item_666	descriptive_words (adverbs)	más	more	more			
item_667	descriptive_words (adverbs)	mucho	a lot	a lot			
item_668	descriptive_words (adverbs)	nada	nothing	nothing			
item_669	descriptive_words (adverbs)	no	not			not	
item_670	descriptive_words (adverbs)	no hay	there is not				
item_671	descriptive_words (adverbs)	otro/otra vez	once more_ again	again			
item_672	descriptive_words (adverbs)	poco/poquito	little (amount)			little (amount)	
item_673	descriptive_words (adverbs)	rapido	quickly	quickly			
item_674	descriptive_words (adverbs)	sí afirmación	yes	yes			
item_675	descriptive_words (adverbs)	todavía	yet			yet	
item_676	descriptive_words (adverbs)	todo	all	all			
item_677	descriptive_words (adverbs)	ya	already	already			
item_678	locations	abajo	down	down			
item_679	locations	acá	here			here	
item_680	locations	adelante	forward			forward	in front?
item_681	locations	adentro	into	in			
item_682	locations	afuera	outside	out			
item_683	locations	ahí	there	there			
item_684	locations	al lado	beside			beside	
item_685	locations	allá	there	there			
item_686	locations	aquí	here	here			
item_687	locations	arriba	up	up			
item_688	locations	atrás	behind	back (location)			
item_689	locations	cerca	near	near			
item_690	locations	enfrente	in front	in front			
item_691	locations	lejos	far away	far			
item_692	connecting_words	entonces	then	then			
item_693	connecting_words	o	or	or			
item_694	connecting_words	porque	because			because	
item_695	connecting_words	que	that	that			
item_696	connecting_words	si (te portás bien)	if (you are good)			if	
item_697	connecting_words	sino	otherwise			else	else?
item_698	connecting_words	también	also	also			
item_699	connecting_words	y	and	and			
