WS	category	definition	gloss	uni_lemma	new_gloss	new_uni_lemma	notes
item_767	helping_verbs	要	need / want	need			
item_768	helping_verbs	想		want			
item_769	helping_verbs	鍾意		like			
item_770	helping_verbs	識(做)		know			
item_771	helping_verbs	會		will			
item_772	helping_verbs	可以(做)		can (auxiliary)			
item_773	helping_verbs	應該		should			
item_774	helping_verbs	唔準/唔俾		not allowed			
item_775	helping_verbs	唔捨得		unwilling			
item_776	time_words	朝早		morning			
item_777	time_words	日頭		day			
item_778	time_words	夜晚		night			
item_779	time_words	晏晝/下晝		afternoon			
item_780	time_words	今日		today			
item_781	time_words	尋日		yesterday			
item_782	time_words	聽日		tomorrow			
item_783	time_words	今朝		this morning			
item_784	time_words	今晚		tonight			
item_785	time_words	依家		now			
item_786	time_words	之前		before			
item_787	time_words	之後/跟住		after			
item_788	time_words	頭先		just now			
item_789	time_words	早啲		earlier			
item_790	time_words	遲啲		later			
item_791	time_words	晏啲		later			
item_792	time_words	先		first			
item_793	time_words	已經		already			
item_794	time_words	時間		time			
item_795	connecting_words	同(埋)	and / with	and			
item_796	connecting_words	因為		because			
item_797	connecting_words	所以		so			
item_798	connecting_words	如果		if			
item_799	connecting_words	就		then			
item_800	connecting_words	雖然		though			
item_801	connecting_words	但係		but			
item_802	connecting_words	就算		even if			
item_803	connecting_words	咁樣(就)		then			
item_804	connecting_words	或者		or			
