WS	category	definition	gloss	uni_lemma	new_gloss	new_uni_lemma	notes
item_663	descriptive_words	sötét	dark	dark			
item_664	descriptive_words	száraz	dry			dry (description)	
item_665	descriptive_words	szegény	poor			poor	
item_666	descriptive_words	szeles	windy			windy	
item_667	descriptive_words	szép	pretty	pretty			
item_668	descriptive_words	szomjas	thirsty	thirsty			
item_669	descriptive_words	szomorú	sad	sad			
item_670	descriptive_words	teli	full	full			
item_671	descriptive_words	tiszta	clean			clean (description)	
item_672	descriptive_words	törött	broken	broken			
item_673	descriptive_words	új	new	new			
item_674	descriptive_words	undorító	yucky	yucky			
item_675	descriptive_words	ügyes	smart (skillful)	smart			
item_676	descriptive_words	üres	empty	empty			
item_677	descriptive_words	utolsó	last			last	
item_678	descriptive_words	vizes	wet	wet			
item_679	descriptive_words	zajos	noisy			noisy	
item_680	descriptive_words	zöld	green	green			
item_681	quantifiers	egy	one	one			
item_682	quantifiers	három	three	three			
item_683	quantifiers	kettő	two	two			
item_684	quantifiers	négy	four	four			
item_685	quantifiers	két	two	two			
item_686	quantifiers	öt	five	five			
item_687	time_words	délelőtt	mid-morning			midmorning	
item_688	time_words	délután	afternoon			afternoon	
item_689	time_words	éjszaka / éjjel	night	night			
item_690	time_words	előbb	just			just	
item_691	time_words	előtt	before			before	
item_692	time_words	este	evening	evening			
item_693	time_words	hamar	soon			soon	
item_694	time_words	holnap	tomorrow	tomorrow			
item_695	time_words	idő	time	time			
item_696	time_words	később	later	later			
item_697	time_words	ma	today	today			
item_698	time_words	majd	later	later			
item_699	time_words	mindjárt	in a minute				
item_700	time_words	most	now	now			
item_701	time_words	nap	day	day			
item_702	time_words	reggel	morning	morning			
item_703	time_words	rögtön	right away			now	
item_704	time_words	tegnap	yesterday	yesterday			
item_705	time_words	után	after	after			
item_706	pronouns	az	that	that			
item_707	pronouns	azok	those	those			
item_708	pronouns	én	I	i		I	
item_709	pronouns	engem	me	me			
item_710	pronouns	enyém	mine	mine			
item_711	pronouns	ez	this	this			
item_712	pronouns	ezek	these	these			
item_713	pronouns	mi	we	we			
item_714	pronouns	mienk	our	our			
item_715	pronouns	minket	us	us			
item_716	pronouns	nála	at her/him				
item_717	pronouns	neki	to her/him				
item_718	pronouns	övé	his/hers			his	
item_719	pronouns	ő	he/she			he	
item_720	pronouns	ők	they	they			
item_721	pronouns	őket	them	them			
item_722	pronouns	őt	him/her			him	
item_723	pronouns	rajta	on him/her				
item_724	pronouns	te	you	you			
item_725	pronouns	téged	you (accusative)	you			
item_726	pronouns	tiéd	your	your			
item_727	pronouns	ti	you (plural)	you			
item_728	pronouns	titeket	you (plural & accusative)	you			
item_729	pronouns	vele	with her/him				
item_730	question_words	hogy	how/that			how	
item_731	question_words	hogyan	how	how			
item_732	question_words	hol	where	where		where (question)	
item_733	question_words	honnan	from where				
item_734	question_words	hova	where to			where (question)	
item_735	question_words	ki	who	who			
item_736	question_words	kié	whose	whose			
item_737	question_words	kik	who (plural)	who			
item_738	question_words	kinek	to whom				
item_739	question_words	kiről	about who				
item_740	question_words	kit	who (accusative)	who		who	
item_741	question_words	kivel	with whom				
item_742	question_words	melyik	which			which (question)	
item_743	question_words	merre	which way				
item_744	question_words	mi	what	what			
item_745	question_words	miért	why	why			
item_746	question_words	mik	what (plural)	what			
item_747	question_words	mikor	when			when (question)	
item_748	question_words	miről	about what				
item_749	question_words	mit	what (accusative)	what			
item_750	question_words	mivel	with what				
item_751	question_words	ugye	right?			right (question)	
item_752	locations	alá	under (as goal)	under			
item_753	locations	alatt	under (as place)	under			
item_754	locations	bent	inside/in			in	
item_755	locations	fent	upstairs		above	above	
item_756	locations	fölé	above (as goal)	above			
item_757	locations	fölött	above (as place)	above			
item_758	locations	itt	here	here			
item_759	locations	kint	outside	outside			
item_760	locations	körül	around			around	
item_761	locations	lent	downstairs		down/below	below	
item_762	locations	mellé	next to (as goal)			next to	
item_763	locations	mellett	next to (as place)			next to	
item_764	locations	miatt	because of		for/about	for	
item_765	locations	mögött	behind (as place)			behind	
item_766	locations	mögé	behind (as goal)			behind	
item_767	locations	ott	there	there			
item_768	quantifiers	a	the (definite article 1)	the			
item_769	quantifiers	az	the (definite article 2)	the		the	
item_770	quantifiers	egész	whole		all, whole	all	
item_771	quantifiers	egyforma	same	same			
item_772	quantifiers	egyik	one			one	
item_773	quantifiers	kevés	few			few	
item_774	quantifiers	kevesebb	less			less	
item_775	quantifiers	más	other	other			
item_776	quantifiers	másik	another	another			
item_777	quantifiers	mind	all/every	all			
item_778	quantifiers	semmi	none	none			
item_779	quantifiers	sok	a lot / much /many	many			
item_780	quantifiers	több	more	more			
item_781	quantifiers	túl	too			too	
item_782	quantifiers	valami	something			something	
item_783	quantifiers	valamilyen	some kind of				
item_784	helping_verbs	fog (valamit csinálni)	will			will	
item_785	helping_verbs	kell	must/have to			need to	
item_786	helping_verbs	lehet	might			might	
item_787	helping_verbs	lenne	would			would	
item_788	helping_verbs	próbál	try			try	
item_789	helping_verbs	szabad (valamit csinálni)	can	can		can (auxiliary)	
item_790	helping_verbs	szokott	used to			used to	
item_791	helping_verbs	tilos	must not			must not	
item_792	helping_verbs	tud (valamit csinálni)	able to			be able	
item_793	helping_verbs	volna	would			would	
item_794	connecting_words	aztán	then			then	
item_795	connecting_words	de	but			but	
item_796	connecting_words	és	and			and	
item_797	connecting_words	ha	if			if	
item_798	connecting_words	hanem	but			but	
item_799	connecting_words	hogy	that	that			
item_800	connecting_words	inkább	rather			rather	
item_801	connecting_words	mert	because			because	
item_802	connecting_words	pedig	even though		and, in turn		
